Tue Jun  9 09:00:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
44 %, 27 %, 11019 MiB, 33 MiB, 10986 MiB
42 %, 28 %, 11019 MiB, 33 MiB, 10986 MiB
3 %, 0 %, 11019 MiB, 33 MiB, 10986 MiB
16 %, 9 %, 11019 MiB, 33 MiB, 10986 MiB
36 %, 23 %, 11019 MiB, 97 MiB, 10922 MiB
0 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
1 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
0 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
Fri Jul  3 15:00:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
36 %, 22 %, 11019 MiB, 33 MiB, 10986 MiB
15 %, 9 %, 11019 MiB, 33 MiB, 10986 MiB
0 %, 0 %, 11019 MiB, 33 MiB, 10986 MiB
17 %, 10 %, 11019 MiB, 33 MiB, 10986 MiB
31 %, 19 %, 11019 MiB, 97 MiB, 10922 MiB
0 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
1 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
0 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
Fri Jul  3 15:30:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
0 %, 0 %, 11019 MiB, 33 MiB, 10986 MiB
0 %, 0 %, 11019 MiB, 33 MiB, 10986 MiB
0 %, 0 %, 11019 MiB, 33 MiB, 10986 MiB
0 %, 0 %, 11019 MiB, 33 MiB, 10986 MiB
50 %, 30 %, 11019 MiB, 97 MiB, 10922 MiB
0 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
1 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
0 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
Fri Jul  3 16:00:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
47 %, 30 %, 11019 MiB, 33 MiB, 10986 MiB
0 %, 0 %, 11019 MiB, 33 MiB, 10986 MiB
0 %, 0 %, 11019 MiB, 33 MiB, 10986 MiB
43 %, 29 %, 11019 MiB, 33 MiB, 10986 MiB
34 %, 22 %, 11019 MiB, 97 MiB, 10922 MiB
0 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
1 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
0 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
Fri Jul  3 16:30:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
45 %, 30 %, 11019 MiB, 33 MiB, 10986 MiB
41 %, 28 %, 11019 MiB, 33 MiB, 10986 MiB
42 %, 29 %, 11019 MiB, 33 MiB, 10986 MiB
7 %, 4 %, 11019 MiB, 33 MiB, 10986 MiB
18 %, 11 %, 11019 MiB, 97 MiB, 10922 MiB
0 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
1 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
0 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
Fri Jul  3 17:00:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
13 %, 5 %, 11019 MiB, 33 MiB, 10986 MiB
23 %, 13 %, 11019 MiB, 33 MiB, 10986 MiB
43 %, 29 %, 11019 MiB, 33 MiB, 10986 MiB
31 %, 20 %, 11019 MiB, 33 MiB, 10986 MiB
34 %, 21 %, 11019 MiB, 97 MiB, 10922 MiB
0 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
1 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
0 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
Fri Jul  3 17:30:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
12 %, 10 %, 11019 MiB, 33 MiB, 10986 MiB
41 %, 28 %, 11019 MiB, 33 MiB, 10986 MiB
34 %, 25 %, 11019 MiB, 33 MiB, 10986 MiB
27 %, 20 %, 11019 MiB, 33 MiB, 10986 MiB
34 %, 21 %, 11019 MiB, 97 MiB, 10922 MiB
0 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
1 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
0 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
Fri Jul  3 18:00:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
1 %, 0 %, 11019 MiB, 33 MiB, 10986 MiB
4 %, 0 %, 11019 MiB, 33 MiB, 10986 MiB
0 %, 0 %, 11019 MiB, 33 MiB, 10986 MiB
2 %, 0 %, 11019 MiB, 33 MiB, 10986 MiB
31 %, 19 %, 11019 MiB, 97 MiB, 10922 MiB
0 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
1 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
0 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
Fri Jul  3 18:30:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
4 %, 0 %, 11019 MiB, 33 MiB, 10986 MiB
41 %, 28 %, 11019 MiB, 33 MiB, 10986 MiB
42 %, 29 %, 11019 MiB, 33 MiB, 10986 MiB
16 %, 9 %, 11019 MiB, 33 MiB, 10986 MiB
41 %, 26 %, 11019 MiB, 97 MiB, 10922 MiB
0 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
1 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
0 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
Fri Jul  3 19:00:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
0 %, 0 %, 11019 MiB, 33 MiB, 10986 MiB
0 %, 0 %, 11019 MiB, 33 MiB, 10986 MiB
0 %, 0 %, 11019 MiB, 33 MiB, 10986 MiB
0 %, 0 %, 11019 MiB, 33 MiB, 10986 MiB
22 %, 8 %, 11019 MiB, 97 MiB, 10922 MiB
0 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
1 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
0 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
Fri Jul  3 19:30:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
19 %, 9 %, 11019 MiB, 33 MiB, 10986 MiB
5 %, 1 %, 11019 MiB, 33 MiB, 10986 MiB
6 %, 1 %, 11019 MiB, 33 MiB, 10986 MiB
26 %, 15 %, 11019 MiB, 33 MiB, 10986 MiB
37 %, 23 %, 11019 MiB, 97 MiB, 10922 MiB
0 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
1 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
0 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
Fri Jul  3 20:00:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
8 %, 7 %, 11019 MiB, 33 MiB, 10986 MiB
26 %, 19 %, 11019 MiB, 33 MiB, 10986 MiB
27 %, 20 %, 11019 MiB, 33 MiB, 10986 MiB
0 %, 0 %, 11019 MiB, 33 MiB, 10986 MiB
36 %, 23 %, 11019 MiB, 97 MiB, 10922 MiB
0 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
1 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
0 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
Fri Jul  3 20:30:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
45 %, 28 %, 11019 MiB, 33 MiB, 10986 MiB
39 %, 28 %, 11019 MiB, 33 MiB, 10986 MiB
27 %, 20 %, 11019 MiB, 33 MiB, 10986 MiB
16 %, 9 %, 11019 MiB, 33 MiB, 10986 MiB
36 %, 24 %, 11019 MiB, 97 MiB, 10922 MiB
0 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
1 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
0 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
Fri Jul  3 21:00:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
27 %, 18 %, 11019 MiB, 33 MiB, 10986 MiB
7 %, 6 %, 11019 MiB, 33 MiB, 10986 MiB
0 %, 0 %, 11019 MiB, 33 MiB, 10986 MiB
17 %, 14 %, 11019 MiB, 33 MiB, 10986 MiB
31 %, 19 %, 11019 MiB, 97 MiB, 10922 MiB
0 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
1 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
0 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
Fri Jul  3 21:30:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
5 %, 0 %, 11019 MiB, 33 MiB, 10986 MiB
15 %, 9 %, 11019 MiB, 33 MiB, 10986 MiB
16 %, 9 %, 11019 MiB, 33 MiB, 10986 MiB
16 %, 9 %, 11019 MiB, 33 MiB, 10986 MiB
51 %, 31 %, 11019 MiB, 97 MiB, 10922 MiB
0 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
1 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
0 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
Fri Jul  3 22:00:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
12 %, 10 %, 11019 MiB, 33 MiB, 10986 MiB
38 %, 26 %, 11019 MiB, 33 MiB, 10986 MiB
12 %, 11 %, 11019 MiB, 33 MiB, 10986 MiB
27 %, 20 %, 11019 MiB, 33 MiB, 10986 MiB
55 %, 33 %, 11019 MiB, 97 MiB, 10922 MiB
0 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
1 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
0 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
Fri Jul  3 22:30:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
0 %, 0 %, 11019 MiB, 33 MiB, 10986 MiB
4 %, 0 %, 11019 MiB, 33 MiB, 10986 MiB
0 %, 0 %, 11019 MiB, 33 MiB, 10986 MiB
5 %, 0 %, 11019 MiB, 33 MiB, 10986 MiB
36 %, 23 %, 11019 MiB, 97 MiB, 10922 MiB
0 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
1 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
0 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
Fri Jul  3 23:00:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
13 %, 6 %, 11019 MiB, 33 MiB, 10986 MiB
11 %, 7 %, 11019 MiB, 33 MiB, 10986 MiB
3 %, 0 %, 11019 MiB, 33 MiB, 10986 MiB
34 %, 22 %, 11019 MiB, 33 MiB, 10986 MiB
40 %, 25 %, 11019 MiB, 97 MiB, 10922 MiB
0 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
1 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
0 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
Fri Jul  3 23:30:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
17 %, 14 %, 11019 MiB, 33 MiB, 10986 MiB
20 %, 16 %, 11019 MiB, 33 MiB, 10986 MiB
0 %, 0 %, 11019 MiB, 33 MiB, 10986 MiB
0 %, 0 %, 11019 MiB, 33 MiB, 10986 MiB
41 %, 27 %, 11019 MiB, 97 MiB, 10922 MiB
0 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
1 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
0 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
Sat Jul  4 00:00:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
29 %, 20 %, 11019 MiB, 33 MiB, 10986 MiB
26 %, 20 %, 11019 MiB, 33 MiB, 10986 MiB
34 %, 25 %, 11019 MiB, 33 MiB, 10986 MiB
27 %, 20 %, 11019 MiB, 33 MiB, 10986 MiB
32 %, 19 %, 11019 MiB, 97 MiB, 10922 MiB
0 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
1 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
0 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
Sat Jul  4 00:30:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
47 %, 29 %, 11019 MiB, 33 MiB, 10986 MiB
42 %, 28 %, 11019 MiB, 33 MiB, 10986 MiB
43 %, 29 %, 11019 MiB, 33 MiB, 10986 MiB
27 %, 20 %, 11019 MiB, 33 MiB, 10986 MiB
34 %, 20 %, 11019 MiB, 97 MiB, 10922 MiB
0 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
1 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
0 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
Sat Jul  4 01:00:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
6 %, 0 %, 11019 MiB, 33 MiB, 10986 MiB
0 %, 0 %, 11019 MiB, 33 MiB, 10986 MiB
15 %, 10 %, 11019 MiB, 33 MiB, 10986 MiB
0 %, 0 %, 11019 MiB, 33 MiB, 10986 MiB
33 %, 21 %, 11019 MiB, 97 MiB, 10922 MiB
0 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
1 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
0 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
Sat Jul  4 01:30:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
47 %, 30 %, 11019 MiB, 33 MiB, 10986 MiB
16 %, 13 %, 11019 MiB, 33 MiB, 10986 MiB
34 %, 25 %, 11019 MiB, 33 MiB, 10986 MiB
43 %, 29 %, 11019 MiB, 33 MiB, 10986 MiB
53 %, 34 %, 11019 MiB, 97 MiB, 10922 MiB
0 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
1 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
0 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
Sat Jul  4 02:00:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
24 %, 12 %, 11019 MiB, 33 MiB, 10986 MiB
15 %, 9 %, 11019 MiB, 33 MiB, 10986 MiB
0 %, 0 %, 11019 MiB, 33 MiB, 10986 MiB
4 %, 1 %, 11019 MiB, 33 MiB, 10986 MiB
31 %, 21 %, 11019 MiB, 97 MiB, 10922 MiB
0 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
1 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
0 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
Sat Jul  4 02:30:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
19 %, 9 %, 11019 MiB, 33 MiB, 10986 MiB
0 %, 0 %, 11019 MiB, 33 MiB, 10986 MiB
0 %, 0 %, 11019 MiB, 33 MiB, 10986 MiB
10 %, 5 %, 11019 MiB, 33 MiB, 10986 MiB
48 %, 31 %, 11019 MiB, 97 MiB, 10922 MiB
0 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
1 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
0 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
Sat Jul  4 03:00:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
29 %, 20 %, 11019 MiB, 33 MiB, 10986 MiB
0 %, 0 %, 11019 MiB, 33 MiB, 10986 MiB
13 %, 11 %, 11019 MiB, 33 MiB, 10986 MiB
12 %, 10 %, 11019 MiB, 33 MiB, 10986 MiB
42 %, 25 %, 11019 MiB, 97 MiB, 10922 MiB
0 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
1 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
0 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
Sat Jul  4 03:30:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
45 %, 30 %, 11019 MiB, 33 MiB, 10986 MiB
15 %, 9 %, 11019 MiB, 33 MiB, 10986 MiB
41 %, 29 %, 11019 MiB, 33 MiB, 10986 MiB
17 %, 10 %, 11019 MiB, 33 MiB, 10986 MiB
12 %, 9 %, 11019 MiB, 97 MiB, 10922 MiB
0 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
1 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
0 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
Sat Jul  4 04:00:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
44 %, 27 %, 11019 MiB, 33 MiB, 10986 MiB
2 %, 0 %, 11019 MiB, 33 MiB, 10986 MiB
1 %, 0 %, 11019 MiB, 33 MiB, 10986 MiB
32 %, 21 %, 11019 MiB, 33 MiB, 10986 MiB
34 %, 21 %, 11019 MiB, 97 MiB, 10922 MiB
0 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
1 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
0 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
Sat Jul  4 04:30:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
30 %, 20 %, 11019 MiB, 33 MiB, 10986 MiB
1 %, 1 %, 11019 MiB, 33 MiB, 10986 MiB
0 %, 0 %, 11019 MiB, 33 MiB, 10986 MiB
11 %, 9 %, 11019 MiB, 33 MiB, 10986 MiB
43 %, 28 %, 11019 MiB, 97 MiB, 10922 MiB
0 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
1 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
0 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
Sat Jul  4 05:00:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
26 %, 19 %, 11019 MiB, 33 MiB, 10986 MiB
18 %, 14 %, 11019 MiB, 33 MiB, 10986 MiB
0 %, 0 %, 11019 MiB, 33 MiB, 10986 MiB
0 %, 0 %, 11019 MiB, 33 MiB, 10986 MiB
38 %, 25 %, 11019 MiB, 97 MiB, 10922 MiB
0 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
1 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
0 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
Sat Jul  4 05:30:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
47 %, 30 %, 11019 MiB, 33 MiB, 10986 MiB
44 %, 27 %, 11019 MiB, 33 MiB, 10986 MiB
8 %, 4 %, 11019 MiB, 33 MiB, 10986 MiB
35 %, 23 %, 11019 MiB, 33 MiB, 10986 MiB
34 %, 21 %, 11019 MiB, 97 MiB, 10922 MiB
0 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
1 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
0 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
Sat Jul  4 06:00:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
28 %, 20 %, 11019 MiB, 33 MiB, 10986 MiB
26 %, 20 %, 11019 MiB, 33 MiB, 10986 MiB
42 %, 27 %, 11019 MiB, 33 MiB, 10986 MiB
27 %, 20 %, 11019 MiB, 33 MiB, 10986 MiB
36 %, 23 %, 11019 MiB, 97 MiB, 10922 MiB
0 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
1 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
0 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
Sat Jul  4 06:30:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
44 %, 30 %, 11019 MiB, 33 MiB, 10986 MiB
40 %, 28 %, 11019 MiB, 33 MiB, 10986 MiB
8 %, 4 %, 11019 MiB, 33 MiB, 10986 MiB
15 %, 9 %, 11019 MiB, 33 MiB, 10986 MiB
39 %, 25 %, 11019 MiB, 97 MiB, 10922 MiB
0 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
1 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
0 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
Sat Jul  4 07:00:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
46 %, 29 %, 11019 MiB, 33 MiB, 10986 MiB
42 %, 28 %, 11019 MiB, 33 MiB, 10986 MiB
22 %, 17 %, 11019 MiB, 33 MiB, 10986 MiB
34 %, 22 %, 11019 MiB, 33 MiB, 10986 MiB
34 %, 21 %, 11019 MiB, 97 MiB, 10922 MiB
0 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
1 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
0 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
Sat Jul  4 07:30:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
21 %, 11 %, 11019 MiB, 33 MiB, 10986 MiB
17 %, 9 %, 11019 MiB, 33 MiB, 10986 MiB
5 %, 0 %, 11019 MiB, 33 MiB, 10986 MiB
18 %, 10 %, 11019 MiB, 33 MiB, 10986 MiB
53 %, 32 %, 11019 MiB, 97 MiB, 10922 MiB
0 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
1 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
0 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
Sat Jul  4 08:00:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
0 %, 0 %, 11019 MiB, 33 MiB, 10986 MiB
24 %, 18 %, 11019 MiB, 33 MiB, 10986 MiB
29 %, 21 %, 11019 MiB, 33 MiB, 10986 MiB
11 %, 6 %, 11019 MiB, 33 MiB, 10986 MiB
31 %, 19 %, 11019 MiB, 97 MiB, 10922 MiB
0 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
1 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
0 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
Sat Jul  4 08:30:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
46 %, 30 %, 11019 MiB, 33 MiB, 10986 MiB
20 %, 16 %, 11019 MiB, 33 MiB, 10986 MiB
34 %, 24 %, 11019 MiB, 33 MiB, 10986 MiB
16 %, 13 %, 11019 MiB, 33 MiB, 10986 MiB
36 %, 24 %, 11019 MiB, 97 MiB, 10922 MiB
0 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
1 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
0 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
Sat Jul  4 09:00:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
6 %, 0 %, 11019 MiB, 33 MiB, 10986 MiB
0 %, 0 %, 11019 MiB, 33 MiB, 10986 MiB
1 %, 1 %, 11019 MiB, 33 MiB, 10986 MiB
2 %, 0 %, 11019 MiB, 33 MiB, 10986 MiB
21 %, 12 %, 11019 MiB, 97 MiB, 10922 MiB
0 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
1 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
0 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
Sat Jul  4 09:30:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
41 %, 30 %, 11019 MiB, 33 MiB, 10986 MiB
41 %, 28 %, 11019 MiB, 33 MiB, 10986 MiB
18 %, 11 %, 11019 MiB, 33 MiB, 10986 MiB
27 %, 20 %, 11019 MiB, 33 MiB, 10986 MiB
32 %, 20 %, 11019 MiB, 97 MiB, 10922 MiB
0 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
1 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
0 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
Sat Jul  4 10:00:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
9 %, 0 %, 11019 MiB, 33 MiB, 10986 MiB
0 %, 0 %, 11019 MiB, 33 MiB, 10986 MiB
39 %, 23 %, 11019 MiB, 33 MiB, 10986 MiB
30 %, 16 %, 11019 MiB, 33 MiB, 10986 MiB
50 %, 29 %, 11019 MiB, 97 MiB, 10922 MiB
0 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
1 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
0 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
Sat Jul  4 10:30:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
0 %, 0 %, 11019 MiB, 33 MiB, 10986 MiB
0 %, 0 %, 11019 MiB, 33 MiB, 10986 MiB
2 %, 2 %, 11019 MiB, 33 MiB, 10986 MiB
0 %, 0 %, 11019 MiB, 33 MiB, 10986 MiB
34 %, 20 %, 11019 MiB, 97 MiB, 10922 MiB
0 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
1 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
0 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
Sat Jul  4 11:00:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
21 %, 11 %, 11019 MiB, 33 MiB, 10986 MiB
18 %, 10 %, 11019 MiB, 33 MiB, 10986 MiB
15 %, 9 %, 11019 MiB, 33 MiB, 10986 MiB
17 %, 11 %, 11019 MiB, 33 MiB, 10986 MiB
37 %, 24 %, 11019 MiB, 97 MiB, 10922 MiB
0 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
1 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
0 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
Sat Jul  4 11:30:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
18 %, 9 %, 11019 MiB, 33 MiB, 10986 MiB
15 %, 9 %, 11019 MiB, 33 MiB, 10986 MiB
15 %, 9 %, 11019 MiB, 33 MiB, 10986 MiB
42 %, 29 %, 11019 MiB, 33 MiB, 10986 MiB
37 %, 23 %, 11019 MiB, 97 MiB, 10922 MiB
0 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
1 %, 0 %, 11019 MiB, 11019 MiB, 0 MiB
