Mon Aug 17 08:00:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
76 %, 6 %, 10989 MiB, 3845 MiB, 7144 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
1 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
60 %, 7 %, 10989 MiB, 4553 MiB, 6436 MiB
18 %, 3 %, 10989 MiB, 7766 MiB, 3223 MiB
Fri Aug 28 06:00:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
1 %, 0 %, 10989 MiB, 78 MiB, 10911 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
48 %, 5 %, 10989 MiB, 4553 MiB, 6436 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
2 %, 1 %, 10989 MiB, 78 MiB, 10911 MiB
1 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
54 %, 6 %, 10989 MiB, 4553 MiB, 6436 MiB
18 %, 3 %, 10989 MiB, 7766 MiB, 3223 MiB
Fri Aug 28 12:00:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
95 %, 33 %, 10989 MiB, 66 MiB, 10923 MiB
46 %, 4 %, 10989 MiB, 4553 MiB, 6436 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
1 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
55 %, 6 %, 10989 MiB, 4553 MiB, 6436 MiB
16 %, 3 %, 10989 MiB, 7766 MiB, 3223 MiB
Fri Aug 28 18:00:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
95 %, 34 %, 10989 MiB, 66 MiB, 10923 MiB
41 %, 1 %, 10989 MiB, 9920 MiB, 1069 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
1 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
Sat Aug 29 00:00:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
3 %, 0 %, 10989 MiB, 10626 MiB, 363 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
1 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
Sat Aug 29 06:00:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
1 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
Sat Aug 29 12:00:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
1 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
Sat Aug 29 18:00:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
1 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
Sun Aug 30 00:00:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
1 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
Sun Aug 30 06:00:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
1 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
Sun Aug 30 12:00:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
32 %, 13 %, 10989 MiB, 9738 MiB, 1251 MiB
13 %, 1 %, 10989 MiB, 10046 MiB, 943 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
1 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
Sun Aug 30 18:00:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
1 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
Mon Aug 31 00:00:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
1 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
Mon Aug 31 06:00:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
0 %, 0 %, 10989 MiB, 10979 MiB, 10 MiB
0 %, 0 %, 10989 MiB, 10979 MiB, 10 MiB
44 %, 3 %, 10989 MiB, 7413 MiB, 3576 MiB
0 %, 0 %, 10989 MiB, 10979 MiB, 10 MiB
0 %, 0 %, 10989 MiB, 10979 MiB, 10 MiB
0 %, 0 %, 10989 MiB, 10979 MiB, 10 MiB
0 %, 0 %, 10989 MiB, 10979 MiB, 10 MiB
0 %, 0 %, 10989 MiB, 10979 MiB, 10 MiB
Mon Aug 31 12:00:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
24 %, 1 %, 10989 MiB, 10261 MiB, 728 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
1 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
Mon Aug 31 18:00:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
1 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
Tue Sep  1 00:00:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
1 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
Tue Sep  1 06:00:02 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
0 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
1 %, 0 %, 10989 MiB, 10989 MiB, 0 MiB
18 %, 10 %, 10989 MiB, 2178 MiB, 8811 MiB
22 %, 6 %, 10989 MiB, 76 MiB, 10913 MiB
16 %, 4 %, 10989 MiB, 76 MiB, 10913 MiB
37 %, 2 %, 10989 MiB, 9902 MiB, 1087 MiB
Tue Sep  1 12:00:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
0 %, 0 %, 10989 MiB, 2644 MiB, 8345 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
29 %, 16 %, 10989 MiB, 1987 MiB, 9002 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
68 %, 2 %, 10989 MiB, 8991 MiB, 1998 MiB
Tue Sep  1 18:00:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
0 %, 0 %, 10989 MiB, 2644 MiB, 8345 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
28 %, 1 %, 10989 MiB, 10068 MiB, 921 MiB
Wed Sep  2 00:00:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
0 %, 0 %, 10989 MiB, 2644 MiB, 8345 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
4 %, 0 %, 10989 MiB, 10427 MiB, 562 MiB
Wed Sep  2 06:00:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
0 %, 0 %, 10989 MiB, 2644 MiB, 8345 MiB
9 %, 5 %, 10989 MiB, 111 MiB, 10878 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
4 %, 0 %, 10989 MiB, 10427 MiB, 562 MiB
Wed Sep  2 12:00:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
0 %, 0 %, 10989 MiB, 2644 MiB, 8345 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 10786 MiB, 203 MiB
Wed Sep  2 18:00:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
0 %, 0 %, 10989 MiB, 2644 MiB, 8345 MiB
10 %, 6 %, 10989 MiB, 109 MiB, 10880 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 10786 MiB, 203 MiB
Thu Sep  3 00:00:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
0 %, 0 %, 10989 MiB, 2644 MiB, 8345 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 10786 MiB, 203 MiB
Thu Sep  3 06:00:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
0 %, 0 %, 10989 MiB, 2644 MiB, 8345 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 10786 MiB, 203 MiB
Thu Sep  3 12:00:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
0 %, 0 %, 10989 MiB, 2644 MiB, 8345 MiB
10 %, 6 %, 10989 MiB, 109 MiB, 10880 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
31 %, 1 %, 10989 MiB, 10068 MiB, 921 MiB
Thu Sep  3 18:00:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
0 %, 0 %, 10989 MiB, 2644 MiB, 8345 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
26 %, 1 %, 10989 MiB, 10068 MiB, 921 MiB
Fri Sep  4 00:00:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
0 %, 0 %, 10989 MiB, 2644 MiB, 8345 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
26 %, 1 %, 10989 MiB, 10068 MiB, 921 MiB
Fri Sep  4 06:00:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
0 %, 0 %, 10989 MiB, 2644 MiB, 8345 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
12 %, 6 %, 10989 MiB, 8091 MiB, 2898 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
25 %, 1 %, 10989 MiB, 10068 MiB, 921 MiB
Fri Sep  4 12:00:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
0 %, 0 %, 10989 MiB, 2644 MiB, 8345 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
11 %, 5 %, 10989 MiB, 9115 MiB, 1874 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
22 %, 1 %, 10989 MiB, 9589 MiB, 1400 MiB
Fri Sep  4 18:00:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
0 %, 0 %, 10989 MiB, 2644 MiB, 8345 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 9115 MiB, 1874 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
20 %, 1 %, 10989 MiB, 9461 MiB, 1528 MiB
Sat Sep  5 00:00:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
0 %, 0 %, 10989 MiB, 2644 MiB, 8345 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 9115 MiB, 1874 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
4 %, 0 %, 10989 MiB, 9820 MiB, 1169 MiB
Sat Sep  5 06:00:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
0 %, 0 %, 10989 MiB, 2644 MiB, 8345 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 9115 MiB, 1874 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
4 %, 0 %, 10989 MiB, 9820 MiB, 1169 MiB
Sat Sep  5 12:00:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
0 %, 0 %, 10989 MiB, 2644 MiB, 8345 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 9115 MiB, 1874 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
4 %, 0 %, 10989 MiB, 9820 MiB, 1169 MiB
Sat Sep  5 18:00:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
0 %, 0 %, 10989 MiB, 2644 MiB, 8345 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 9115 MiB, 1874 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
4 %, 0 %, 10989 MiB, 9564 MiB, 1425 MiB
Sun Sep  6 00:00:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
0 %, 0 %, 10989 MiB, 2644 MiB, 8345 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 9115 MiB, 1874 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
4 %, 0 %, 10989 MiB, 9564 MiB, 1425 MiB
Sun Sep  6 06:00:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
0 %, 0 %, 10989 MiB, 2644 MiB, 8345 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 9115 MiB, 1874 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
4 %, 0 %, 10989 MiB, 9564 MiB, 1425 MiB
Sun Sep  6 12:00:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
0 %, 0 %, 10989 MiB, 2644 MiB, 8345 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 9115 MiB, 1874 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 9923 MiB, 1066 MiB
Sun Sep  6 18:00:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
0 %, 0 %, 10989 MiB, 2644 MiB, 8345 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 9115 MiB, 1874 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 9923 MiB, 1066 MiB
Mon Sep  7 00:00:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
0 %, 0 %, 10989 MiB, 2644 MiB, 8345 MiB
23 %, 13 %, 10989 MiB, 1987 MiB, 9002 MiB
0 %, 0 %, 10989 MiB, 9115 MiB, 1874 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 9923 MiB, 1066 MiB
Mon Sep  7 06:00:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
0 %, 0 %, 10989 MiB, 2644 MiB, 8345 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
1 %, 0 %, 10989 MiB, 9883 MiB, 1106 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 9923 MiB, 1066 MiB
Mon Sep  7 12:00:01 UTC 2020
utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
0 %, 0 %, 10989 MiB, 2644 MiB, 8345 MiB
1 %, 1 %, 10989 MiB, 1473 MiB, 9516 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
0 %, 0 %, 10989 MiB, 10788 MiB, 201 MiB
